AGE;GNDR;ADMIT;COLLEGE;STUDENT_MAJOR;DIPLOMA_DESCRIPTION;STUDENT_LEVEL;SCHOOL;SCHOOL_CITY;CITIZENSHIP
18;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Saif Al-Yarubi Sec .B. Sch.;Sharjah;UAE-Sharjah
19;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Ahmed Bin Hanbel Secondary;SHARJAH;UAE-Sharjah
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Sawdah Bint Zam'ah Secondary;AJMAN;UAE-Ajman
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Sawdah Bint Zam'ah Secondary;AJMAN;UAE-Abu Dhabi
19;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;AL Salam Private School;;UAE-Dubai
18;F;Fall 2011-2012;Law;Law;Secondary School -Scientific;Undergraduate;Al Ma'arifa Pvt Intr. School;SHARJAH;Non Citizen
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Rayah Secondary;DUBAI;UAE-Dubai
17;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Reffa'a Secondary G.;SHARJAH;UAE-Sharjah
18;F;Fall 2011-2012;Law;Law;High School -Scientific;Undergraduate;Al Itehad Pvt Secondary;DUBAI;UAE-Ajman
18;F;Fall 2011-2012;Law;Law;Secondary School -Scientific;Undergraduate;Dubai Modern Education School;DUBAI;UAE-Dubai
20;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Shaima Sec. School;Doha;GCC
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Dubai Modern Education School;DUBAI;UAE-Dubai
17;F;Fall 2011-2012;Law;Law;High School -Scientific;Undergraduate;Dubai National School.;DUBAI;UAE-Sharjah
19;F;Fall 2011-2012;Law;Law;Secondary School -Scientific;Undergraduate;Um Amer Alansarieh Secondary;Kuwait;GCC
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al-Nouf Secondary G;SHARJAH;UAE-Sharjah
21;F;Fall 2011-2012;Law;Law;Secondary School -Scientific;Undergraduate;Jameela Bou Hurraid Sec G;SHARJAH;UAE-Sharjah
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al-Nouf Secondary G;SHARJAH;UAE-Sharjah
18;F;Fall 2011-2012;Law;Law;Secondary School -Scientific;Undergraduate;Al Dheet Secondary G;RAS AL KHAIMAH - EMI;UAE-Ras Alkhaimah
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Reffa'a Secondary G.;SHARJAH;UAE-Sharjah
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Waset Secondary G;SHARJAH;Non Citizen
21;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Ahmed Al Bashar Al Roomi Sec;KUWAIT;GCC
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Asma' Bint Omais Secondary;AJMAN;UAE-Sharjah
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Jameela Bou Hurraid Sec G;SHARJAH;UAE-Sharjah
24;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Undeclared;;GCC
20;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Sohar Secondary;SUHAR;GCC
21;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Zied Secondary;SHARJAH;UAE-Sharjah
20;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Mohammed Bin Othaimin Sec.;Dammam;GCC
18;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Sho'ala Private Sch.;SHARJAH;UAE-Sharjah
19;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Asma'e Secondary;KUWAIT;GCC
19;M;Fall 2011-2012;Law;Law;Secondary School -Scientific;Undergraduate;Qatar Technical Secondary;Doha;GCC
18;M;Fall 2011-2012;Law;Law;IG -Literature;Undergraduate;Ras Al Khaimah Eng Speaking S.;Ras Al-Khaima;UAE-Ras Alkhaimah
21;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Nasser Bin Abdullah Al-Attya;Doha;GCC
18;M;Fall 2011-2012;Law;Law;Secondary School -Scientific;Undergraduate;Khaleefah Secondary;DOHA;GCC
20;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Humaid Bin Abd Al-Aziz;Ajman;UAE-Sharjah
20;M;Fall 2011-2012;Law;Law;High School -Literature;Undergraduate;Al Ru'ya Bilingual School;KUWAIT;GCC
18;M;Fall 2011-2012;Law;Law;High School -Scientific;Undergraduate;Al Itehad Pvt Secondary;DUBAI;UAE-Dubai
18;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Muath Bin Gabal Externals;Sharjah;UAE-Sharjah
18;M;Fall 2011-2012;Law;Law;Bacalorate -Literature;Undergraduate;Muath Bin Gabal Externals;Sharjah;UAE-Sharjah
18;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Wahda Private School;Sharjah;UAE-Ajman
18;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Asma'e Secondary;KUWAIT;GCC
19;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Waha;;GCC
19;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Anas Bin Malik;;GCC
18;M;Fall 2011-2012;Law;Law;High School -Literature;Undergraduate;Al Ru'ya Bilingual School;KUWAIT;GCC
20;M;Fall 2011-2012;Law;Law;High School -Literature;Undergraduate;The Universal American School;Kuwait;GCC
20;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Seif Bin Hamad Al-Sharqi B.Sec;Fujairah;UAE-Al Fujairah
18;F;Fall 2011-2012;Law;Law;Secondary School -Scientific;Undergraduate;Haya Bint Al Hosayn Sec. Sch.;Dubai;UAE-Dubai
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Waset Secondary G;SHARJAH;UAE-Sharjah
19;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Sabahia Secondary;RAS AL-KHAIMAH;UAE-Ras Alkhaimah
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Waset Secondary G;SHARJAH;UAE-Sharjah
25;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Third Secondary School  Dammam;Dammam;GCC
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Aisha Osman Secondary;SHARJAH;UAE-Sharjah
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Hesan Tipical Pvt Sch;AL DAMMAM;GCC
22;F;Fall 2011-2012;Law;Law;Secondary School -Scientific;Undergraduate;Al Ber Model Secondary;ABHA;GCC
19;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Waset Secondary G;SHARJAH;UAE-Sharjah
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al-Nouf Secondary G;SHARJAH;UAE-Sharjah
21;F;Fall 2011-2012;Law;Law;Secondary School -Scientific;Undergraduate;Al Mrooj Educational Secondary;Sabha;Non Citizen
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Rouqaya Sec. Sch. G.;Sharjah;UAE-Sharjah
19;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al-Nouf Secondary G;SHARJAH;UAE-Sharjah
19;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Gobaibah Secondary G.;SHARJAH;Nil (No Official Documents)
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Bahithat Al Badyeh Secondary G;SHARJAH;UAE-Sharjah
19;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Rashed Al Salleh Pvt Sec;DUBAI;UAE-Dubai
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Heerah Secondary G;SHARJAH;UAE-Sharjah
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Nouf Girls' School;Sharjah;UAE-Sharjah
19;F;Fall 2011-2012;Law;Law;High School -Scientific;Undergraduate;Sharjah American Intl School;SHARJAH;UAE-Abu Dhabi
19;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Waset Secondary G;SHARJAH;UAE-Sharjah
20;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Rayah Secondary;DUBAI;UAE-Sharjah
19;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Jameela Bou Hurraid Sec G;SHARJAH;UAE-Sharjah
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Shifa'a Bint Abdullah Sec;SHARJAH;UAE-Sharjah
38;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Sharjah External Sec G;KOR FAKAN;UAE-Sharjah
17;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Model Secondary School;Sharjah;UAE-Sharjah
18;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Model Secondary School;Sharjah;UAE-Sharjah
18;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Murshed Saad Al Bazal;KUWAIT;GCC
20;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Mo'ad Bin Jabel Secondary;SHARJAH;UAE-Sharjah
17;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Model Secondary School;Sharjah;UAE-Sharjah
19;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Khalil Bin Ahmed Secondary;SHARJAH;UAE-Sharjah
18;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Mo'ad Bin Jabel Secondary;SHARJAH;UAE-Sharjah
19;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Saif Al Ya'roubi Secondary;AL FUJAIRAH;UAE-Sharjah
18;M;Fall 2011-2012;Law;Law;Secondary School -Scientific;Undergraduate;Al Thuraya Pvt School;DUBAI;Non Citizen
18;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Khaldia Secondary;SHARJAH;UAE-Sharjah
19;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Khaldia Secondary;SHARJAH;UAE-Sharjah
18;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Sho'ala Private Sch.;SHARJAH;UAE-Sharjah
19;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Ameer Secondary;UMM AL QUWAIN;UAE-Sharjah
19;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Shifa'a Bint Abdullah Sec;SHARJAH;UAE-Sharjah
35;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Women Union Assoc School;SHARJAH;UAE-Sharjah
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Qal'ah Girls Sch.for Basic;Sharjah;UAE-Sharjah
18;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Mo'ad Bin Jabel Secondary;SHARJAH;UAE-Sharjah
17;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Muath Bin Gabal Externals;Sharjah;UAE-Sharjah
18;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Muath Bin Gabal Externals;Sharjah;UAE-Sharjah
18;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Humoud Al Jaber Secondary;KUWAIT;GCC
18;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Khaldia Secondary;SHARJAH;UAE-Sharjah
18;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Khalil Bin Ahmed Secondary;SHARJAH;UAE-Sharjah
18;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Mahmoud Secondary;KALBA;UAE-Sharjah
18;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Model Secondary School;Sharjah;UAE-Sharjah
18;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Saif Al-Yarubi Sec .B. Sch.;Sharjah;UAE-Sharjah
18;M;Fall 2011-2012;Law;Law;Secondary School -Scientific;Undergraduate;Saif Al Ya'roubi Secondary;AL FUJAIRAH;UAE-Sharjah
19;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Mahmoud Secondary;KALBA;UAE-Sharjah
19;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Khaldia Secondary;SHARJAH;UAE-Sharjah
18;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Khaldia Secondary;SHARJAH;UAE-Sharjah
18;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Saif Al-Yarubi Sec .B. Sch.;Sharjah;UAE-Sharjah
18;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Mubarakia Secondary;KUWAIT;GCC
18;M;Fall 2011-2012;Law;Law;Secondary School -Scientific;Undergraduate;Ras Al Khaimah Secondary;RAS AL-KHAIMAH;UAE-Ras Alkhaimah
18;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Sho'ala Private Sch.;SHARJAH;UAE-Sharjah
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;National Charity School Girls;Dubai;Non Citizen
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Salma Bint Qais Secondary G;DABA AL HESSEN;UAE-Sharjah
19;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Salma Bint Qais Secondary G;DABA AL HESSEN;UAE-Sharjah
19;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Heerah Secondary G;SHARJAH;UAE-Sharjah
19;M;Fall 2011-2012;Law;Law;Secondary School -Scientific;Undergraduate;Al Heir Secondary;AL AIN;Non Citizen
19;M;Fall 2011-2012;Law;Law;Secondary School -Scientific;Undergraduate;Al Mahmoud Secondary;KALBA;UAE-Sharjah
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Jameela Bou Hurraid Sec G;SHARJAH;UAE-Sharjah
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Fatima Al Zahra' Secondary G.;SHARJAH;UAE-Sharjah
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Rouqaya Sec. Sch. G.;Sharjah;UAE-Sharjah
19;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Aisha Bint Othman Secondary;JA'LLAN;UAE-Sharjah
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Shifa Bint Abdulla Ctr;KALBA;UAE-Sharjah
21;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Mazaya Private School;Sharjah;GCC
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Umm Omarah Secondary G.;KOR FAKAN;UAE-Sharjah
17;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Rouqaya Sec. Sch. G.;Sharjah;UAE-Sharjah
18;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Mo'ad Bin Jabel Secondary;SHARJAH;UAE-Sharjah
21;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Thuraya Pvt B;DUBAI;UAE-Dubai
19;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Um Amarah Sec. Sch. Edu. G.;Sharjah;UAE-Sharjah
19;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Salma Bint Qais Secondary G;DABA AL HESSEN;UAE-Sharjah
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Salma Bint Qais Secondary G;DABA AL HESSEN;UAE-Sharjah
19;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Salma Bint Qais Secondary G;DABA AL HESSEN;UAE-Sharjah
17;F;Fall 2011-2012;Law;Law;High School -Scientific;Undergraduate;Dubai National School.;DUBAI;UAE-Dubai
19;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Forty Four Secondary School;Al Riyadh;GCC
18;F;Fall 2011-2012;Law;Law;Secondary School -Scientific;Undergraduate;Waset Secondary G;SHARJAH;UAE-Sharjah
17;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Rashediah Secondary;AJMAN;GCC
19;M;Fall 2011-2012;Law;Law;Secondary School -Scientific;Undergraduate;Al Zied Secondary;SHARJAH;UAE-Sharjah
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Rouqaya Sec. Sch. G.;Sharjah;UAE-Sharjah
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Shifa'a Bint Abdullah Sec;SHARJAH;UAE-Sharjah
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Jameela Bou Hurraid Sec G;SHARJAH;UAE-Sharjah
19;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Qal'ah Girls Sch.for Basic;Sharjah;UAE-Sharjah
19;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Model Secondary School;Sharjah;UAE-Sharjah
19;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Model Secondary School;Sharjah;UAE-Sharjah
35;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Thaid Secondary;SHARJAH;UAE-Sharjah
18;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Shawkah Boys School;Ras Al-Khaima;UAE-Sharjah
18;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al-Maliha Secondary B;SHARJAH;UAE-Sharjah
18;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Saif Al-Yarubi Sec .B. Sch.;Sharjah;UAE-Sharjah
19;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Dubai Modern Education School;DUBAI;UAE-Dubai
21;M;Fall 2011-2012;Law;Law;Secondary School -Scientific;Undergraduate;Seif Bin Hamad Al-Sharqi B.Sec;Fujairah;UAE-Al Fujairah
19;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Khalil Bin Ahmed Secondary;SHARJAH;UAE-Sharjah
27;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Waheeda Secondary;DUBAI;UAE-Dubai
19;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Sho'ala Private Sch.;SHARJAH;UAE-Sharjah
19;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Khaldia Secondary;SHARJAH;UAE-Sharjah
19;M;Fall 2011-2012;Law;Law;Secondary School -Scientific;Undergraduate;Al Zied Secondary;SHARJAH;UAE-Sharjah
19;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Labeed Bin Al Rabeah Secondary;Al Farwaniyah;GCC
40;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Manazel Dubai;DUBAI;UAE-Dubai
19;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Model Secondary School;Sharjah;UAE-Sharjah
18;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Wahda Private School;Sharjah;UAE-Sharjah
19;M;Fall 2011-2012;Law;Law;Secondary School -Scientific;Undergraduate;Moosa Bin Naseer;Muscat;GCC
19;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Yousuf Bin Issa Secondary B;KUWAIT;GCC
19;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Dubai Modern Education School;DUBAI;UAE-Dubai
18;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Mahmoud Secondary;KALBA;UAE-Sharjah
18;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Model Secondary School;Sharjah;UAE-Sharjah
18;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Qurtuba Sharea Inst;KUWAIT;GCC
18;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Jaber Mubarak Alsabah Sec;KUWAIT;GCC
21;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Qabas Private;;GCC
19;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Khalil Bin Ahmed Secondary;SHARJAH;UAE-Sharjah
18;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Tamayoz Model ?çSecondary;Kuwait;GCC
19;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Mo'ad Bin Jabel Secondary;SHARJAH;Non Citizen
21;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Tawam Private Model School;;UAE-Abu Dhabi
18;M;Fall 2011-2012;Law;Law;Secondary School -Scientific;Undergraduate;Al Sho'ala Private Sch.;SHARJAH;Non Citizen
19;M;Fall 2011-2012;Law;Law;High School -Scientific;Undergraduate;American International School;Dubai;UAE-Sharjah
19;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Mo'ad Bin Jabel Secondary;SHARJAH;UAE-Sharjah
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Fatima Al Zahra' Secondary G.;SHARJAH;UAE-Sharjah
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Gobaibah Secondary G.;SHARJAH;GCC
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Reffa'a Secondary G.;SHARJAH;UAE-Sharjah
19;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Reffa'a Secondary G.;SHARJAH;UAE-Sharjah
20;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Sokaina Bint Al Hussain Sec G.;DUBAI;UAE-Passport
19;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Khalil Bin Ahmed Secondary;SHARJAH;UAE-Sharjah
18;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Model Secondary School;Sharjah;Nil (No Official Documents)
21;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Mo'ad Bin Jabel Secondary;SHARJAH;UAE-Abu Dhabi
18;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Khalil Bin Ahmed Secondary;SHARJAH;UAE-Sharjah
18;M;Fall 2011-2012;Law;Law;Secondary School -Scientific;Undergraduate;Al Khalil Bin Ahmed Secondary;SHARJAH;UAE-Sharjah
19;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Saif Al-Yarubi Sec .B. Sch.;Sharjah;UAE-Sharjah
19;M;Fall 2011-2012;Law;Law;High School -Scientific;Undergraduate;Dubai National School.;DUBAI;UAE-Dubai
19;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Tonb Secondary school;RAS AL-KHAIMAH;UAE-Passport
19;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Muath Bin Gabal Externals;Sharjah;UAE-Sharjah
18;M;Fall 2011-2012;Law;Law;High School -Scientific;Undergraduate;Al Resalah School of Science;Sharjah;UAE-Sharjah
19;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Khalil Bin Ahmed Secondary;SHARJAH;UAE-Sharjah
18;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Khaldia Secondary;SHARJAH;UAE-Sharjah
18;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Khaldia Secondary;SHARJAH;UAE-Sharjah
18;F;Fall 2011-2012;Law;Law;High School -Literature;Undergraduate;Dubai National School.;DUBAI;UAE-Dubai
18;F;Fall 2011-2012;Law;Law;Secondary School -Scientific;Undergraduate;National Charity School Girls;Dubai;Non Citizen
19;F;Fall 2011-2012;Law;Law;Secondary School -Scientific;Undergraduate;Al Ahlia Pvt Secondary;SHARJAH;Non Citizen
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Bahithat Al Badyeh Secondary G;SHARJAH;UAE-Sharjah
19;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Gobaibah Secondary G.;SHARJAH;UAE-Sharjah
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al-Ibda'a Girls' Sec.Sch.;Sharjah;UAE-Sharjah
20;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Shifa'a Bint Abdullah Sec;SHARJAH;UAE-Sharjah
19;F;Fall 2011-2012;Law;Law;Secondary School -Scientific;Undergraduate;Um Amarah Sec. Sch. Edu. G.;Sharjah;UAE-Sharjah
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al-Ibda'a Girls' Sec.Sch.;Sharjah;UAE-Sharjah
18;F;Fall 2011-2012;Law;Law;High School -Scientific;Undergraduate;Dubai National School.;DUBAI;UAE-Abu Dhabi
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Salma Bint Qais Secondary G;DABA AL HESSEN;UAE-Sharjah
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Bahithat Al Badyeh Secondary G;SHARJAH;UAE-Al Fujairah
18;F;Fall 2011-2012;Law;Law;High School -Scientific;Undergraduate;Al Resalah School of Science;Sharjah;UAE-Ras Alkhaimah
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Um Amarah Sec. Sch. Edu. G.;Sharjah;UAE-Sharjah
19;F;Fall 2011-2012;Law;Law;Secondary School -Scientific;Undergraduate;Al Ma'arifa Int. Private Sch.;Sharjah;Non Citizen
18;F;Fall 2011-2012;Law;Law;Secondary School -Scientific;Undergraduate;Al Reffa'a Secondary G.;SHARJAH;UAE-Sharjah
21;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Women Union Assoc School;SHARJAH;UAE-Sharjah
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Reffa'a Secondary G.;SHARJAH;UAE-Sharjah
20;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Salma Bint Qais Secondary G;DABA AL HESSEN;UAE-Sharjah
19;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Bahithat Al Badyeh Secondary G;SHARJAH;UAE-Passport
34;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al-Zahra Externals-Females;Sharjah;UAE-Sharjah
18;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Gobaibah Secondary G.;SHARJAH;UAE-Sharjah
19;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Aisha Osman Secondary;SHARJAH;UAE-Sharjah
18;M;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Al Khalil Bin Ahmed Secondary;SHARJAH;UAE-Sharjah
20;F;Fall 2011-2012;Law;Law;Secondary School -Scientific;Undergraduate;National Charity School Girls;Dubai;Non Citizen
19;F;Fall 2011-2012;Law;Law;Secondary School -Literature;Undergraduate;Jameela Bou Hurraid Sec G;SHARJAH;UAE-Sharjah
